Pays,Année,geo,Population,Température,Code,CO2,Catastrophes_totales,Cold wave,Ground movement,Avalanche (wet),Flood (General),Flash flood,Storm (General),Blizzard/Winter storm,Landslide (wet),Heat wave,Forest fire,Tropical cyclone,Severe weather,Hail,Tornado
Suriname,2010,sur,549923,26.973180076628353,SUR,5709454.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,2010,swe,9378232,5.5780821917808225,SWE,88075816,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,2010,che,7825753,9.560426179604262,CHE,52288220,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan (Province of China),2010,twn,23224049,23.207458143074582,TWN,293493660,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0
Tajikistan,2010,tjk,7652141,16.169406392694064,TJK,10533809,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,2010,tha,68579447,28.97351598173516,THA,468357400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,2010,tgo,6732590,27.76971080669711,TGO,12154747,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,2010,tun,10765980,19.528767123287672,TUN,46243256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,2010,tkm,5564356,18.544596651445968,TKM,100644170,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2010,uga,32390802,22.767573696145124,UGA,64966220,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ukraine,2010,ukr,46456003,9.3896499238965,UKR,383074100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,2010,are,6938363,29.18439878234399,ARE,228651200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,2010,usa,311062790,13.772453041543603,USA,6563316700,12,0,1,0,0,0,1,3,0,0,0,2,2,0,3
Uruguay,2010,ury,3318580,16.624505327245053,URY,53625960,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,2010,uzb,28385506,16.8248097412481,UZB,177493280,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,2010,zmb,13965594,19.039878234398785,ZMB,102694980,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Albania,2011,alb,2911504,15.510350076103501,ALB,9643023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,2011,dza,36903376,18.311567732115677,DZA,217176100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2011,arg,41730660,17.35296803652968,ARG,530075900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,2011,aus,22479775,16.966027397260273,AUS,827466800,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Austria,2011,aut,8393270,10.710806697108067,AUT,80098920,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bahamas,2011,bhs,371729,26.583866057838662,BHS,2528136,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bangladesh,2011,bgd,153591076,NA,BGD,182770580,5,2,0,0,0,1,0,0,1,0,0,0,1,0,0
Barbados,2011,brb,276139,27.436529680365297,BRB,1863774.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,2011,blr,9472735,8.062100456621005,BLR,109545224,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,2011,bel,11038631,11.375342465753425,BEL,129680870,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,2011,blz,327298,27.46240487062405,BLZ,6163577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benin,2011,ben,10093623,27.48580586080586,BEN,31084084,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2011,bra,195284734,21.744444444444444,BRA,2331276800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,2011,bgr,7380025,10.808675799086759,BGR,65070156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,2011,bdi,9717978,NA,BDI,8920852,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canada,2011,can,34555452,6.273505577594684,CAN,846700350,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Central African Republic,2011,caf,4565021,26.24398782343988,CAF,31088606,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
China,2011,chn,1360250664,15.518325722983258,CHN,11587158000,15,1,7,0,0,0,0,0,2,0,0,4,0,1,0
Colombia,2011,col,45259614,13.779756468797565,COL,307045220,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Costa Rica,2011,cri,4609833,22.29710806697108,CRI,14888954,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,2011,hrv,4280824,12.626331811263318,HRV,23865200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cuba,2011,cub,11301571,24.078995433789956,CUB,37664380,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,2011,cyp,1146493,NA,CYP,8357591.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czechia,2011,cze,10495511,9.25875190258752,CZE,124547810,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,2011,dnk,5570849,8.745966514459665,DNK,61041290,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,2011,dom,9945621,26.372557997557998,DOM,32850098,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Ecuador,2011,ecu,15326227,19.8058599695586,ECU,107260330,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Egypt,2011,egy,91093059,22.14459665144597,EGY,319746100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2011,eth,93149970,17.106389675794777,ETH,247504030,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finland,2011,fin,5388241,6.784322678843227,FIN,99943120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,2011,fra,63733777,13.709284627092847,FRA,415609400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,2011,gab,1781985,26.30289193302892,GAB,27716844,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,2011,gmb,1983784,25.96773211567732,GMB,4076879.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,2011,geo,3868724,NA,GEO,7049378,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Germany,2011,deu,80857874,10.469490740740742,DEU,900073500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,2011,grc,11108844,19.012176560121766,GRC,110541340,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,2011,gtm,14792126,19.167275494672754,GTM,50522604,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0
Guinea,2011,gin,10656810,28.099246704331453,GIN,42609916,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,2011,gnb,1608076,27.67962962962963,GNB,5025979,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,2011,guy,746153,28.368243243243246,GUY,8673372,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,2011,hti,9914904,29.28499079189687,HTI,21936486,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Honduras,2011,hnd,8540583,21.690715372907153,HND,31356712,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,2011,hun,9946676,10.853424657534246,HUN,60171420,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iceland,2011,isl,319137,5.504870624048706,ISL,4709543,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2011,ind,1261224954,26.816571210385643,IND,2968743000,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0
Indonesia,2011,idn,249470032,28.645909645909647,IDN,1772318200,4,0,1,0,0,1,0,0,2,0,0,0,0,0,0
Ireland,2011,irl,4579602,10.065905631659056,IRL,62544876,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,2011,isr,7471023,NA,ISR,80780184,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,2011,ita,60367880,14.60068493150685,ITA,467720600,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0
Japan,2011,jpn,128096432,13.664738711314055,JPN,1301283700,6,0,1,0,1,0,1,0,0,1,0,2,0,0,0
Jordan,2011,jor,7480424,17.664535768645358,JOR,28390110,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,2011,kaz,17066002,9.155403348554033,KAZ,343885060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2011,ken,42758461,19.30176767676768,KEN,103655790,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic People's Republic of Korea,2011,prk,25097874,10.679901508156355,PRK,75498216,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Republic of Korea,2011,kor,49127643,11.458447488584476,KOR,661308400,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kuwait,2011,kwt,3132814,26.53815628815629,KWT,123018080,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,2011,lva,2059941,7.489497716894977,LVA,13414463,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2011,lbn,5096020,21.112785388127854,LBN,24519800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,2011,mdg,22822300,19.255555555555556,MDG,66278130,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Malawi,2011,mwi,15265022,21.823326432022085,MWI,22566726,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2011,mys,29162039,28.370776255707764,MYS,451690750,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mauritania,2011,mrt,3502811,25.11841704718417,MRT,13393865,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexico,2011,mex,115243504,21.107029262086513,MEX,787249500,7,1,1,0,0,0,0,0,0,0,0,5,0,0,0
Mongolia,2011,mng,2745180,-2.300608828006088,MNG,57400212,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,2011,mar,32912588,17.624353120243534,MAR,97300860,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozambique,2011,moz,23649039,25.915598290598293,MOZ,81892410,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Myanmar,2011,mmr,49419820,27.53907203907204,MMR,238385840,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Namibia,2011,nam,2146325,18.68115201090661,NAM,22408932,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2011,npl,27464494,19.47535965717784,NPL,46966640,5,2,1,0,0,0,0,0,2,0,0,0,0,0,0
New Zealand,2011,nzl,4382700,15.61613394216134,NZL,79011410,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,2011,nic,5819051,27.328907203907207,NIC,42106092,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,2011,nga,171379598,28.492912665752172,NGA,421615300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,2011,nor,4952968,5.8184170471841705,NOR,73851790,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Oman,2011,omn,3076763,28.471233369291625,OMN,89151030,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pakistan,2011,pak,203746065,24.321765601217656,PAK,393266180,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Panama,2011,pan,3693505,26.740791476407917,PAN,19594734,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2011,per,29304086,19.431811263318114,PER,156815800,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Philippines,2011,phl,98248614,27.68295281582953,PHL,261317900,23,0,1,0,0,7,0,0,3,0,0,12,0,0,0
Poland,2011,pol,38208643,9.093455098934552,POL,379097760,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2011,prt,10557052,17.407356532356534,PRT,63256652,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qatar,2011,qat,1810950,28.514307458143076,QAT,159355540,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,2011,rou,20282011,11.128006088280062,ROU,119924424,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russian Federation,2011,rus,144043748,6.345662100456622,RUS,2218148000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saudi Arabia,2011,sau,26105645,26.468482905982906,SAU,656581570,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senegal,2011,sen,12958897,24.75799086757991,SEN,26222848,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2011,sle,6387251,27.376543209876544,SLE,26599710,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,2011,zaf,52995205,16.92709284627093,ZAF,579340800,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spain,2011,esp,46998043,16.110553018772197,ESP,353413540,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,2011,lka,21009048,27.491324200913244,LKA,46736656,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Suriname,2011,sur,556269,26.652063492063494,SUR,5670729,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,2011,swe,9449259,8.117199391171994,SWE,82093370,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,2011,che,7914372,10.69431760527651,CHE,48006864,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taiwan (Province of China),2011,twn,23273076,22.66331811263318,TWN,299126270,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tajikistan,2011,tjk,7824785,15.945053272450533,TJK,10222249,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,2011,tha,69007208,28.21339220014717,THA,462433570,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Togo,2011,tgo,6916474,27.279950341402856,TGO,16583426,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,2011,tun,10886035,19.52054794520548,TUN,42260536,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,2011,tkm,5683417,17.131354642313546,TKM,114451560,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2011,uga,33354543,22.404374201787995,UGA,62980172,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ukraine,2011,ukr,46307853,9.12054794520548,UKR,405589380,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,2011,are,7199423,28.81674277016743,ARE,243799820,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,2011,usa,314105078,13.932650676725622,USA,6368638500,17,0,0,0,0,0,2,5,0,1,2,2,0,0,5
Uruguay,2011,ury,3326825,16.26818873668189,URY,48239820,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,2011,uzb,28823196,15.81385083713851,UZB,188188540,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,2011,zmb,14437796,20.771587301587303,ZMB,106004580,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,2012,alb,2910004,15.733181126331813,ALB,9324715,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,2012,dza,37646166,17.939131754705524,DZA,229929940,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2012,arg,42161721,17.6250758955677,ARG,492679100,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Australia,2012,aus,22852644,16.80871281117183,AUS,780430300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austria,2012,aut,8431601,11.061930783242259,AUT,77206460,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahamas,2012,bhs,375469,25.897692774741955,BHS,2447567.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bangladesh,2012,bgd,155070101,NA,BGD,190538190,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Barbados,2012,brb,276938,27.019581056466304,BRB,1777202.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,2012,blr,9463076,7.284304796599879,BLR,112952670,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,2012,bel,11107518,10.420765027322405,BEL,127069530,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,2012,blz,334414,27.27686703096539,BLZ,5693266.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benin,2012,ben,10397657,27.34092289010322,BEN,36810916,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2012,bra,196876111,22.319267354786483,BRA,2432073200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,2012,bgr,7317014,11.77975106253795,BGR,60272188,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,2012,bdi,10071028,NA,BDI,8696366,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canada,2012,can,34922516,6.897902477042459,CAN,820174700,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Central African Republic,2012,caf,4610848,26.166970248937464,CAF,27309258,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
China,2012,chn,1369520864,15.32443837279903,CHN,11785367000,13,0,6,0,0,0,0,0,1,0,0,6,0,0,0
Colombia,2012,col,45715810,13.530358227079539,COL,465526340,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa Rica,2012,cri,4663934,22.433667273831208,CRI,16456355,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,2012,hrv,4259236,13.090922890103219,HRV,30916008,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2012,cub,11303175,23.91727383120826,CUB,42355870,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Cyprus,2012,cyp,1165397,NA,CYP,7674691,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czechia,2012,cze,10507335,9.068002428658167,CZE,121325464,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,2012,dnk,5591917,8.219641772920461,DNK,56944028,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,2012,dom,10070411,26.395510335917315,DOM,33562164,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Ecuador,2012,ecu,15572194,19.946499238964993,ECU,101202680,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Egypt,2012,egy,93161001,22.600182149362478,EGY,315416670,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2012,eth,95798767,16.937734082397004,ETH,252422770,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finland,2012,fin,5413971,5.282027929568914,FIN,96812440,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,2012,fra,64058465,12.670992714025502,FRA,421587040,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,2012,gab,1846889,25.74028536733455,GAB,29162732,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,2012,gmb,2043094,26.11004857316333,GMB,3808741.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,2012,geo,3839208,NA,GEO,9520222,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Germany,2012,deu,80916390,9.206435944140862,DEU,910597250,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,2012,grc,11048298,15.645003494060099,GRC,106655570,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,2012,gtm,15089647,19.095021250758958,GTM,49091864,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,2012,gin,10921581,27.24404761904762,GIN,46175670,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,2012,gnb,1651417,27.50985915492958,GNB,5183818.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,2012,guy,746288,NA,GUY,13061854,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,2012,hti,10069771,29.210497835497836,HTI,21544318,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Honduras,2012,hnd,8715076,21.675318761384336,HND,28311410,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,2012,hun,9916623,11.423193685488767,HUN,56241460,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,2012,isl,320841,5.685033394049788,ISL,4721600.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2012,ind,1278674502,27.03753035822708,IND,3151704000,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0
Indonesia,2012,idn,252698525,28.703550658096113,IDN,1848377500,9,0,2,0,0,3,1,0,2,0,0,0,0,0,1
Ireland,2012,irl,4600132,9.447024893746205,IRL,62669760,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,2012,isr,7607780,NA,ISR,86387380,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,2012,ita,60531515,14.479735883424409,ITA,438869980,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Japan,2012,jpn,127928285,13.417375025298524,JPN,1343007700,5,0,0,0,0,0,0,1,0,0,0,3,1,0,0
Jordan,2012,jor,7587127,18.68624772313297,JOR,31001886,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,2012,kaz,17306106,8.816636308439588,KAZ,350963900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2012,ken,43888303,19.766483516483518,KEN,98870730,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic People's Republic of Korea,2012,prk,25211728,10.380236794171221,PRK,73788790,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Republic of Korea,2012,kor,49599579,11.515634486945963,KOR,666282200,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Kuwait,2012,kwt,3337025,27.134220997857362,KWT,140203700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,2012,lva,2034633,6.405130540376442,LVA,14025070,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,2012,lbn,5235742,21.59486945962356,LBN,26600552,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,2012,mdg,23462438,12.44672131147541,MDG,62334544,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Malawi,2012,mwi,15709577,22.048004314994607,MWI,22834394,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Malaysia,2012,mys,29662831,28.321948998178506,MYS,456747260,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,2012,mrt,3619034,25.497267759562842,MRT,13703491,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexico,2012,mex,116818208,20.89246294544308,MEX,803870200,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0
Mongolia,2012,mng,2795459,-3.1938372799028536,MNG,71179416,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,2012,mar,33355241,17.01593806921676,MAR,98035420,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,2012,moz,24337846,23.03455687830688,MOZ,81083630,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Myanmar,2012,mmr,49837446,27.911809350333943,MMR,228033660,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,2012,nam,2194654,20.42157765500307,NAM,24266532,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2012,npl,27534915,19.49644073042402,NPL,46770628,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
New Zealand,2012,nzl,4411676,15.062654320987654,NZL,80770616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nicaragua,2012,nic,5901287,27.351141552511418,NIC,40385860,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,2012,nga,176200625,28.317999691786103,NGA,410501600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,2012,nor,5018458,4.9058894960534305,NOR,72446450,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman,2012,omn,3547106,26.54703115814227,OMN,96363610,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,2012,pak,207667125,24.26631754705525,PAK,397210700,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Panama,2012,pan,3759256,27.184729811778993,PAN,22568210,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2012,per,29550366,20.262750455373407,PER,151374780,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Philippines,2012,phl,100175512,28.00546448087432,PHL,244729920,15,0,3,0,0,2,0,0,1,0,0,9,0,0,0
