Pays,Année,geo,Population,Température,Code,CO2,Catastrophes_totales,Cold wave,Ground movement,Avalanche (wet),Flood (General),Flash flood,Storm (General),Blizzard/Winter storm,Landslide (wet),Heat wave,Forest fire,Tropical cyclone,Severe weather,Hail,Tornado
Poland,2012,pol,38247868,8.700060716454159,POL,371665000,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Portugal,2012,prt,10513150,16.138356164383563,PRT,62841880,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qatar,2012,qat,1907117,28.777322404371585,QAT,176268820,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,2012,rou,20158452,12.088038858530663,ROU,118898960,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,2012,rus,144291029,5.3486642380085,RUS,2521217000,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Saudi Arabia,2012,sau,27062443,26.78145593869732,SAU,728561400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senegal,2012,sen,13310495,24.64556769884639,SEN,24238260,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2012,sle,6551080,NA,SLE,27441924,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,2012,zaf,53782567,17.00910746812386,ZAF,575617400,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Spain,2012,esp,47018323,15.636156648451731,ESP,331114300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,2012,lka,21169458,27.512820512820515,LKA,42164904,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Suriname,2012,sur,562633,26.34669095324833,SUR,7326392.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,2012,swe,9519487,6.819064966605951,SWE,79582190,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,2012,che,7998926,10.07989273426432,CHE,49305964,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan (Province of China),2012,twn,23345961,22.941863995142686,TWN,295947300,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Tajikistan,2012,tjk,8014084,14.762902246508805,TJK,12391791,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,2012,tha,69436098,NA,THA,470506340,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,2012,tgo,7100736,27.23163327261688,TGO,13064119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,2012,tun,11009647,20.11248473748474,TUN,44372236,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,2012,tkm,5808546,17.469489981785063,TKM,118735096,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2012,uga,34337438,22.599218484539588,UGA,62812696,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ukraine,2012,ukr,46210056,8.699149969641773,UKR,409417540,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,2012,are,7497118,28.875303582270796,ARE,255650910,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,2012,usa,317115355,14.821065209161462,USA,6226069500,14,0,0,0,0,0,0,3,0,1,0,3,2,0,5
Uruguay,2012,ury,3335401,17.126138433515482,URY,51476940,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,2012,uzb,29261903,14.965695203400122,UZB,193305680,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,2012,zmb,14913629,20.970921334557698,ZMB,98833100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,2013,alb,2907573,15.785083713850838,ALB,9658399,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,2013,dza,38414171,17.613698630136987,DZA,233757600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2013,arg,42582455,17.155859969558602,ARG,465764700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,2013,aus,23236270,17.43480912306379,AUS,676871500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Austria,2013,aut,8481406,10.792389649923898,AUT,78081944,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bahamas,2013,bhs,378953,25.652511415525115,BHS,2400722.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,2013,bgd,156532141,NA,BGD,197250940,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Barbados,2013,brb,277665,27.09208523592085,BRB,1749990.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,2013,blr,9464453,7.955555555555556,BLR,117904344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,2013,bel,11160276,9.919634703196348,BEL,127298776,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,2013,blz,341627,27.089649923896502,BLZ,5906897.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benin,2013,ben,10708834,27.55769230769231,BEN,31003114,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brazil,2013,bra,198478299,22.260933536276003,BRA,2450492200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bulgaria,2013,bgr,7264600,11.936073059360732,BGR,52495332,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,2013,bdi,10439341,NA,BDI,9543833,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canada,2013,can,35293433,5.5521731777439545,CAN,838991800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,2013,caf,4642419,25.980616605616607,CAF,29322570,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
China,2013,chn,1379008040,15.979452054794521,CHN,11976409000,23,0,8,0,0,0,0,1,3,1,0,10,0,0,0
Colombia,2013,col,46151584,13.800152207001522,COL,311121470,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,2013,cri,4716147,22.58356164383562,CRI,17223646,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,2013,hrv,4242398,12.427853881278539,HRV,23146764,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cuba,2013,cub,11298167,24.398173515981735,CUB,40247812,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,2013,cyp,1183895,NA,CYP,6990539,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czechia,2013,cze,10511163,8.329832572298326,CZE,117389170,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,2013,dnk,5615333,8.27869101978691,DNK,60076692,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,2013,dom,10193833,27.01484480431849,DOM,34215588,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ecuador,2013,ecu,15807128,23.02073473067388,ECU,90151496,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Egypt,2013,egy,95333553,22.547336377473364,EGY,310024220,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2013,eth,98438751,17.213117283950616,ETH,262003740,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finland,2013,fin,5439053,6.466514459665145,FIN,96985310,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,2013,fra,64387734,12.34385002286237,FRA,429351140,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gabon,2013,gab,1913059,26.458295281582952,GAB,31791706,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,2013,gmb,2103820,26.059665144596654,GMB,3635708.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,2013,geo,3809125,NA,GEO,7909186,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Germany,2013,deu,81041582,8.620852359208524,DEU,929619900,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Greece,2013,grc,10967540,NA,GRC,93043950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,2013,gtm,15387337,19.351141552511415,GTM,55971428,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,2013,gin,11191873,27.16466049382716,GIN,44239584,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,2013,gnb,1695973,27.755747126436784,GNB,5012507.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,2013,guy,750021,NA,GUY,9203352,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,2013,hti,10222362,29.65264116575592,HTI,18541242,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Honduras,2013,hnd,8889278,22.017351598173516,HND,28352798,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,2013,hun,9889346,11.276255707762557,HUN,53678970,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Iceland,2013,isl,323885,5.034703196347032,ISL,4676802.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2013,ind,1295829511,26.777473155129083,IND,3137216800,7,0,1,0,1,0,0,0,0,1,0,3,0,0,1
Indonesia,2013,idn,255852467,28.43786348331803,IDN,1803486300,5,0,3,0,0,0,0,0,2,0,0,0,0,0,0
Ireland,2013,irl,4624686,9.557838660578387,IRL,61009284,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,2013,isr,7749379,NA,ISR,76411250,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Italy,2013,ita,60653868,14.276255707762557,ITA,406346270,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,2013,jpn,127723645,13.935159817351598,JPN,1354838900,9,0,1,0,0,0,0,2,0,1,0,4,0,0,1
Jordan,2013,jor,7991809,18.23599632690542,JOR,31174428,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,2013,kaz,17556502,10.73226788432268,KAZ,353408500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2013,ken,44986791,19.524747474747475,KEN,96119570,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic People's Republic of Korea,2013,prk,25329451,10.830745814307459,PRK,63042984,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Republic of Korea,2013,kor,50071164,11.726636225266363,KOR,672719170,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,2013,kwt,3507746,26.782356532356534,KWT,122516424,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,2013,lva,2013010,7.304109589041096,LVA,13203080,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2013,lbn,5743436,21.614155251141554,LBN,27229320,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,2013,mdg,24109290,17.980365296803654,MDG,60695110,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Malawi,2013,mwi,16161816,20.99388888888889,MWI,24278774,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2013,mys,30174265,27.964079147640792,MYS,473273600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,2013,mrt,3734318,25.876103500761037,MRT,13616866,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexico,2013,mex,118343573,20.513729246487866,MEX,798163140,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Mongolia,2013,mng,2851881,-1.667275494672755,MNG,78691540,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,2013,mar,33787571,17.175824175824175,MAR,92378930,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozambique,2013,moz,25051611,23.337702871410738,MOZ,81838270,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,2013,mmr,50262658,27.56088280060883,MMR,227768380,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Namibia,2013,nam,2252508,21.412742382271468,NAM,17129414,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2013,npl,27589996,18.35091814503579,NPL,47062110,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
New Zealand,2013,nzl,4453851,15.800608828006089,NZL,80733210,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nicaragua,2013,nic,5983845,27.732572298325724,NIC,37367412,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,2013,nga,181049443,28.553568590049277,NGA,408964320,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,2013,nor,5080124,5.097716894977169,NOR,72562320,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman,2013,omn,3833913,27.848680171884592,OMN,100980376,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,2013,pak,211073978,24.452587519025876,PAK,400418560,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Panama,2013,pan,3825329,27.416666666666668,PAN,22203738,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2013,per,29817919,18.97579908675799,PER,144141040,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,2013,phl,102076336,28.200549450549453,PHL,249420350,10,0,1,0,0,1,0,0,0,0,0,8,0,0,0
Poland,2013,pol,38259262,8.89558599695586,POL,368218620,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2013,prt,10458298,16.32843587389042,PRT,59548544,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Qatar,2013,qat,2032641,28.481887366818874,QAT,168963940,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,2013,rou,20062921,11.999086757990868,ROU,104690250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russian Federation,2013,rus,144604098,6.292237442922375,RUS,2351991000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,2013,sau,28026825,26.551065449010654,SAU,710399100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senegal,2013,sen,13710849,24.767123287671232,SEN,24766506,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2013,sle,6714051,NA,SLE,22571392,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,2013,zaf,54678791,17.05662100456621,ZAF,574261950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Spain,2013,esp,46860389,15.354642313546425,ESP,305802850,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sri Lanka,2013,lka,21358827,27.37335216572505,LKA,39863580,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Suriname,2013,sur,569020,26.175951293759514,SUR,7857347,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,2013,swe,9600620,7.322831050228311,SWE,76917090,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,2013,che,8091202,9.432420091324202,CHE,50493156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taiwan (Province of China),2013,twn,23416875,23.197108066971083,TWN,297523070,5,0,2,0,0,0,0,0,0,0,0,3,0,0,0
Tajikistan,2013,tjk,8216724,16.116742770167427,TJK,13213114,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thailand,2013,tha,69845114,NA,THA,468179970,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,2013,tgo,7285442,27.50502283105023,TGO,11550703,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,2013,tun,11141361,19.612328767123287,TUN,42086690,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,2013,tkm,5939341,18.43972602739726,TKM,120935330,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2013,uga,35337042,22.732956685499058,UGA,61730424,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ukraine,2013,ukr,46126770,9.176864535768646,UKR,400641950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,2013,are,7831847,28.547184170471844,ARE,263195100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,2013,usa,320110759,13.315671477589662,USA,6303702500,16,0,0,0,0,0,0,5,0,0,3,0,3,0,5
Uruguay,2013,ury,3345337,16.457382039573822,URY,50654130,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,2013,uzb,29724065,16.2689497716895,UZB,187310720,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,2013,zmb,15398997,21.07453538948201,ZMB,94387260,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,2014,alb,2903749,15.918345543345543,ALB,10475174,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,2014,dza,39205031,18.69276556776557,DZA,247471360,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,2014,arg,43024071,17.56316590563166,ARG,484720500,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Australia,2014,aus,23595601,17.491086691086693,AUS,660794750,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Austria,2014,aut,8547817,11.862789987789988,AUT,73861064,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bahamas,2014,bhs,382298,25.89392551892552,BHS,2459604.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,2014,bgd,157964929,NA,BGD,201341040,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0
Barbados,2014,brb,278348,27.032661782661783,BRB,1587659.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,2014,blr,9472708,8.233669108669108,BLR,115937100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,2014,bel,11210119,11.736721611721613,BEL,122042850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,2014,blz,348923,27.12641567187022,BLZ,7720864,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benin,2014,ben,11030004,27.569867651585103,BEN,28905022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2014,bra,200085127,22.946229976533008,BRA,2475535600,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Bulgaria,2014,bgr,7223449,11.742216117216119,BGR,55093730,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Burundi,2014,bdi,10799785,NA,BDI,9531844,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Canada,2014,can,35634264,2.162176782429947,CAN,887262340,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Central African Republic,2014,caf,4623182,25.981222842954686,CAF,27310162,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,2014,chn,1387951972,16.34750473398082,CHN,12002595000,23,0,8,0,1,1,0,4,2,0,0,5,2,0,0
Colombia,2014,col,46565429,13.812576312576313,COL,272185730,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa Rica,2014,cri,4767119,22.795787545787547,CRI,18597642,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,2014,hrv,4219479,13.456043956043956,HRV,22868194,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cuba,2014,cub,11285775,24.1001221001221,CUB,40479200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,2014,cyp,1201801,NA,CYP,8124583.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czechia,2014,cze,10517226,9.959249084249084,CZE,116146470,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,2014,dnk,5643794,9.934218559218559,DNK,54582150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,2014,dom,10315528,27.132923191648025,DOM,44576748,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ecuador,2014,ecu,16035124,24.601554536187564,ECU,127974210,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,2014,egy,97528654,22.865384615384617,EGY,324546020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2014,eth,101115610,17.574127906976745,ETH,256107470,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finland,2014,fin,5461684,6.7243589743589745,FIN,92371260,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,2014,fra,64692493,13.04616910866911,FRA,397708930,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Gabon,2014,gab,1978399,26.54504080351538,GAB,24279036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,2014,gmb,2164528,25.997857361493725,GMB,3933202.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,2014,geo,3792916,NA,GEO,9283829,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,2014,deu,81376080,10.062728937728938,DEU,889393340,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,2014,grc,10893166,NA,GRC,90142184,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Guatemala,2014,gtm,15681725,19.33425160697888,GTM,75201650,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Guinea,2014,gin,11472924,27.055555555555557,GIN,42505760,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,2014,gnb,1741122,27.66634829672079,GNB,5051708,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,2014,guy,754229,NA,GUY,3858278.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,2014,hti,10373235,29.505000000000003,HTI,17849342,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Honduras,2014,hnd,9063122,22.23046398046398,HND,27579716,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,2014,hun,9862842,12.050824175824177,HUN,53859492,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iceland,2014,isl,327512,6.073260073260074,ISL,4674524.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2014,ind,1312277191,27.07760989010989,IND,3246826000,6,2,0,0,0,0,1,1,1,0,0,1,0,0,0
Indonesia,2014,idn,258877399,28.593357820630548,IDN,2082551000,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Ireland,2014,irl,4658239,10.13797313797314,IRL,60249564,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,2014,isr,7897179,NA,ISR,73837350,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,2014,ita,60664171,15.055784493284493,ITA,383495140,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Japan,2014,jpn,127486605,13.664122914122915,JPN,1304437400,12,0,1,0,0,0,0,4,1,1,0,5,0,0,0
Jordan,2014,jor,8791710,18.58562271062271,JOR,33440950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,2014,kaz,17816285,9.961279461279462,KAZ,377428830,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kenya,2014,ken,46051440,19.573240443015365,KEN,94172580,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic People's Republic of Korea,2014,prk,25451262,11.787572696663606,PRK,66566716,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Republic of Korea,2014,kor,50539056,12.549908424908425,KOR,668110800,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Kuwait,2014,kwt,3665766,27.252442002442002,KWT,114193570,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,2014,lva,1994149,7.844322344322345,LVA,13775338,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2014,lbn,6346990,21.78724053724054,LBN,29488534,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,2014,mdg,24764348,19.049297924297925,MDG,57013588,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Malawi,2014,mwi,16621538,NA,MWI,24351332,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2014,mys,30696137,28.01800976800977,MYS,572301440,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,2014,mrt,3848514,25.346459096459096,MRT,14350770,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexico,2014,mex,119784261,20.059944337400985,MEX,785218400,8,0,2,0,0,0,0,0,0,0,0,6,0,0,0
Mongolia,2014,mng,2913039,-0.8456959706959707,MNG,67572820,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
